detection_datetime,receiver_deployment_longitude,receiver_deployment_latitude,station_name,Location,Tag_ID,Departure_date,Arrival_date,Departure_location,Arrival_location,Sex,Num_days,Direction,original_id,movement,Movement_date,distance,Presence,month,SST,SST_m_avrg,SST_anomaly,cur_GSLA,cur_m_avrg_GSLA,anomaly_GSLA,cur_UCUR,cur_m_avrg_UCUR,anomaly_UCUR,cur_VCUR,cur_m_avrg_VCUR,anomaly_VCUR,bathy,dist_to_land,lunar.illumination,lunar.phase,lunar.phase.deg
2022-11-22,153.18,-30.21,CHS 2,Coffs Harbour,63016,2022-11-16,2022-11-22,Flat Rock,Coffs Harbour,M,6,South,472,Arrival,2022-11-22,312.7842541065857,1,11,20.79868480137416,20.65313137661263,0.14555342476153044,-0.06180092319846153,-0.11693977323134966,0.05513885003288812,-0.1112416610121727,-0.11693977323134966,0.00569811221917695,-0.25086596608161926,-0.11693977323134966,-0.1339261928502696,-17,2,0.007964083615700335,6.104464115496725,349.7600300070235
2022-04-14,153.18,-30.21,CHS 2,Coffs Harbour,63016,2022-11-16,2022-11-22,Flat Rock,Coffs Harbour,M,6,South,472,Arrival,2022-11-22,312.7842541065857,0,4,23.48828935623169,23.5333881128402,-0.04509875660851037,0.15671493113040924,-0.06454007960761889,0.2212550107380281,-0.08591091632843018,-0.06454007960761889,-0.02137083672081129,-0.41017502546310425,-0.06454007960761889,-0.3456349458554854,-17,2,0.979195493577629,2.8521075601551145,163.4137259142426
2022-01-25,153.18,-30.21,CHS 2,Coffs Harbour,63016,2022-11-16,2022-11-22,Flat Rock,Coffs Harbour,M,6,South,472,Arrival,2022-11-22,312.7842541065857,0,1,23.335509936014812,22.749247513505296,0.5862624225095168,0.03326568379998207,-0.11100852131463028,0.14427420511461236,-0.06912548094987869,-0.11100852131463028,0.04188304036475158,-0.3973570466041565,-0.11100852131463028,-0.2863485252895262,-17,2,0.410216449986098,4.892935361233291,280.34454562898645
2017-07-15,153.25,-30.21,CHS 10,Coffs Harbour,11129,2017-07-11,2017-07-15,deg_-29,Coffs Harbour,F,4,South,2,Arrival,2017-07-15,179.56343663639706,1,7,20.586278915405273,20.034823967860294,0.551454947544979,0.0288404319435358,-0.04309783455026304,0.07193826649379884,0.0157172717154026,-0.04309783455026304,0.05881510626566563,0.06058016419410705,-0.04309783455026304,0.10367799874437009,-34,9,0.5465784187131961,4.61909687515547,264.65475610847534
2017-01-20,153.25,-30.21,CHS 10,Coffs Harbour,11129,2017-07-11,2017-07-15,deg_-29,Coffs Harbour,F,4,South,2,Arrival,2017-07-15,179.56343663639706,0,1,23.390554428100582,23.46618646733901,-0.0756320392384282,-0.012817969545722,-0.11100852131463028,0.09819055176890829,-0.16083499789237976,-0.11100852131463028,-0.04982647657774948,-0.4783849418163299,-0.11100852131463028,-0.3673764205016996,-34,9,0.42106821893207336,4.870915690370972,279.08291142230837
2017-04-30,153.25,-30.21,CHS 10,Coffs Harbour,11129,2017-07-11,2017-07-15,deg_-29,Coffs Harbour,F,4,South,2,Arrival,2017-07-15,179.56343663639706,0,4,22.46374893188477,23.81487873705422,-1.3511298051694496,0.1846397966146469,-0.06454007960761889,0.24917987622226576,0.00839271862059831,-0.06454007960761889,0.07293279822821719,6.103795021772385e-4,-0.06454007960761889,0.06515045910979612,-34,9,0.23620936027088485,1.0150455002106307,58.15782317581465
2017-08-17,152.33,-32.54,MB-4,Hawks Nest,11133,2017-07-27,2017-08-17,Coffs Harbour,Hawks Nest,F,21,South,6,Arrival,2017-08-17,273.4101252445249,1,8,18.39266185760498,18.316525474433977,0.07613638317100424,0.06698915362358093,-0.04758752511453724,0.11457667873811817,-0.147711843252182,-0.04758752511453724,-0.10012431813764476,-0.1371827870607376,-0.04758752511453724,-0.08959526194620038,NA,NA,0.19944472093516813,5.357279010700123,306.94947698713804
2017-06-01,152.33,-32.54,MB-4,Hawks Nest,11133,2017-07-27,2017-08-17,Coffs Harbour,Hawks Nest,F,21,South,6,Arrival,2017-08-17,273.4101252445249,0,6,21.137549082438152,19.786028540704777,1.351520541733375,0.24094730615615845,0.04022524230031654,0.2007220638558419,-0.03433384746313095,0.04022524230031654,-0.0745590897634475,-0.04074283316731453,0.04022524230031654,-0.08096807546763107,NA,NA,0.48483362595262103,1.5404589253696415,88.26179493693873
2017-02-17,152.33,-32.54,MB-4,Hawks Nest,11133,2017-07-27,2017-08-17,Coffs Harbour,Hawks Nest,F,21,South,6,Arrival,2017-08-17,273.4101252445249,0,2,21.10896364847819,22.03594103928317,-0.9269773908049784,0.07126180827617645,-0.08567294556667907,0.15693475384285552,-0.31083574891090393,-0.08567294556667907,-0.2251628033442249,-0.4425251483917236,-0.08567294556667907,-0.3568522028250445,NA,NA,0.5831788343590651,4.545254273987591,260.423886713288
2018-10-05,153.48,-27.13,Cherubs Cave 2017,Moreton Island,6388,2018-10-05,2018-10-05,Flat Rock,Moreton Island,M,0,North,474,Arrival,2018-10-05,30.00619387464135,1,10,22.43035316467285,22.127033562098383,0.30331960257446866,-0.02263439878821634,-0.1041782580626443,0.08154385927442796,0.06980757676065079,-0.1041782580626443,0.1739858348232951,-0.5236735725402599,-0.1041782580626443,-0.4194953144776156,-36,5,0.15317578824496453,5.478930809815855,313.9196116466428
